"Município";"1997";"1998";"1999";"2000";"2001";"2002";"2003";"2004";"2005";"2006";"2007";"2008";"2009";"2010";"2011";"2012";"2013";"2014";"2015";"2016";"2017";"2018";"2019";"2020";" Total"
"312780 GRAO MOGOL";"0";"14,29";"25,87";"52,14";"69,23";"80,99";"9,51";"101,67";"91,30";"106,22";"113,99";"73,71";"121,31";"100,00";"100,00";"103,28";"78,47";"104,19";"81,32";"65,03";"54,64";"55,19";"83,44";"110,14";"67,65"
"312790 GRUPIARA";"0";"0";"48,28";"65,52";"71,43";"52,38";"18,18";"78,57";"118,18";"136,36";"53,57";"180,00";"92,86";"121,43";"121,43";"71,43";"76,92";"72,73";"200,00";"76,92";"107,69";"61,54";"260,00";"240,00";"74,11"
"312800 GUANHAES";"0";"0";"42,43";"49,48";"75,76";"58,71";"24,91";"90,33";"94,41";"108,72";"114,04";"89,45";"109,41";"96,95";"106,87";"120,10";"102,39";"105,67";"103,18";"90,04";"92,58";"94,64";"92,32";"75,12";"76,64"
"312810 GUAPE";"0";"50,18";"8,77";"48,63";"76,53";"81,79";"51,76";"140,99";"114,88";"123,78";"109,74";"109,72";"130,83";"115,04";"109,77";"129,32";"97,93";"182,58";"73,29";"131,06";"112,12";"76,43";"115,04";"106,56";"84,16"
"312820 GUARACIABA";"0";"11,94";"63,50";"3,00";"56,16";"63,45";"15,17";"69,11";"69,77";"79,70";"98,45";"113,83";"75,86";"84,48";"81,90";"75,86";"104,81";"94,67";"114,77";"83,65";"104,81";"90,53";"101,19";"110,39";"64,78"
"312825 GUARACIAMA";"0";"0";"69,88";"56,63";"110,67";"82,89";"33,77";"58,02";"125,76";"98,88";"122,54";"81,40";"148,39";"104,84";"104,84";"129,03";"116,67";"104,76";"104,84";"118,84";"104,35";"108,62";"98,00";"130,43";"88,52"
"312830 GUARANESIA";"0";"48,43";"39,39";"59,12";"91,86";"71,29";"9,24";"88,75";"101,32";"131,58";"80,43";"111,79";"79,92";"89,12";"88,70";"96,65";"112,50";"84,65";"97,61";"97,42";"85,84";"105,00";"104,37";"90,00";"75,40"
"312840 GUARANI";"0";"0";"7,14";"34,42";"45,87";"66,06";"8,18";"102,68";"116,33";"101,04";"110,28";"95,37";"100,00";"83,33";"107,84";"108,82";"140,18";"66,14";"70,49";"66,67";"82,22";"117,28";"94,38";"84,15";"69,76"
"312850 GUARARA";"0";"0";"46,91";"25,30";"93,15";"43,24";"29,33";"136,73";"209,52";"164,29";"163,89";"197,06";"197,06";"170,59";"188,24";"158,82";"216,22";"170,37";"97,92";"132,50";"82,50";"116,13";"122,22";"157,58";"100,75"
"312860 GUARDA-MOR";"0";"47,95";"8,72";"63,16";"72,13";"81,30";"0";"90,10";"104,55";"123,26";"117,78";"144,29";"123,88";"134,33";"141,79";"144,78";"111,76";"228,21";"195,16";"45,19";"67,31";"90,80";"69,70";"60,44";"79,66"
"312870 GUAXUPE";"0";"59,46";"51,01";"100,49";"116,53";"70,56";"7,09";"75,85";"99,06";"100,00";"103,36";"81,11";"99,49";"92,05";"100,17";"106,94";"101,47";"102,22";"105,23";"84,73";"73,44";"87,18";"70,41";"62,58";"79,53"
"312880 GUIDOVAL";"0";"0";"0";"13,33";"49,60";"50,40";"47,62";"167,47";"98,17";"119,32";"120,83";"87,95";"102,50";"96,25";"88,75";"87,50";"168,92";"110,45";"89,58";"117,14";"115,71";"101,41";"84,81";"112,50";"76,05"
"312890 GUIMARANIA";"0";"5,45";"53,15";"61,26";"104,35";"82,80";"0";"80,00";"97,87";"116,67";"107,37";"105,62";"105,49";"102,20";"102,20";"104,40";"133,33";"160,76";"124,39";"135,62";"124,66";"106,38";"103,96";"102,15";"89,35"
"312900 GUIRICEMA";"0";"0";"0";"94,41";"58,45";"51,77";"2,16";"115,49";"118,37";"150,00";"105,19";"94,67";"83,72";"77,91";"100,00";"84,88";"130,67";"71,43";"84,51";"95,31";"82,81";"126,42";"91,89";"116,18";"69,18"
"312910 GURINHATA";"0";"63,21";"39,42";"102,94";"107,14";"110,84";"20,73";"127,12";"136,21";"112,31";"122,22";"137,78";"139,58";"141,67";"120,83";"104,17";"127,27";"110,26";"125,58";"152,94";"108,82";"110,71";"106,45";"164,29";"95,65"
"312920 HELIODORA";"0";"0";"51,40";"45,37";"29,35";"58,06";"22,34";"115,38";"114,71";"128,81";"155,00";"91,78";"113,04";"117,39";"97,10";"101,45";"155,00";"73,68";"149,09";"95,59";"98,53";"100,00";"81,08";"67,65";"77,37"
"312930 IAPU";"0";"0";"76,33";"18,79";"90,75";"98,27";"27,91";"108,85";"152,73";"120,33";"112,69";"134,13";"147,83";"142,61";"144,35";"149,57";"148,61";"121,09";"97,46";"110,34";"114,66";"80,58";"100,82";"107,14";"93,96"
"312940 IBERTIOGA";"0";"0";"0";"0";"50,00";"53,75";"10,00";"8,97";"57,95";"83,87";"141,18";"75,64";"95,59";"97,06";"80,88";"73,53";"155,56";"131,48";"80,00";"62,82";"230,77";"80,28";"77,27";"72,13";"68,26"
"312950 IBIA";"0";"10,15";"33,00";"60,83";"90,88";"72,68";"29,06";"85,01";"108,06";"89,07";"85,45";"77,57";"90,58";"87,99";"82,14";"87,01";"111,83";"88,79";"76,79";"66,67";"77,15";"107,28";"89,24";"73,11";"71,30"
"312960 IBIAI";"0";"68,52";"42,59";"0";"81,63";"93,24";"6,76";"87,18";"98,51";"97,62";"84,48";"100,87";"95,16";"93,55";"113,71";"95,97";"99,07";"108,00";"130,91";"100,92";"73,39";"122,73";"86,67";"33,33";"75,94"
"312965 IBIRACATU";"0";"133,58";"27,61";"83,46";"82,00";"47,68";"7,19";"115,19";"110,00";"137,80";"86,32";"130,56";"133,33";"90,12";"114,81";"93,83";"91,25";"108,57";"121,62";"86,75";"66,27";"126,32";"69,88";"71,05";"81,66"
"312970 IBIRACI";"0";"69,33";"106,13";"77,16";"128,04";"86,36";"37,05";"108,84";"175,66";"120,81";"133,33";"111,24";"147,11";"147,11";"137,19";"152,07";"116,25";"178,12";"84,76";"156,03";"137,93";"97,32";"93,96";"95,62";"108,57"
"312980 IBIRITE";"0";"3,55";"56,80";"40,01";"71,83";"56,46";"16,59";"90,41";"100,45";"100,08";"98,59";"92,50";"100,41";"100,62";"105,43";"106,55";"99,73";"96,00";"94,31";"96,99";"68,76";"87,70";"88,62";"74,14";"74,48"
"312990 IBITIURA DE MINAS";"0";"0";"54,17";"6,12";"92,73";"60,71";"8,77";"122,86";"125,81";"81,08";"115,15";"85,00";"135,71";"92,86";"114,29";"117,86";"68,57";"116,13";"157,14";"100,00";"120,59";"172,41";"60,38";"36,73";"76,08"
"313000 IBITURUNA";"0";"0";"28,07";"43,86";"56,90";"50,85";"45,76";"110,53";"100,00";"94,87";"122,86";"80,00";"75,68";"124,32";"86,49";"81,08";"131,82";"124,00";"87,88";"77,78";"58,33";"136,84";"95,83";"104,55";"70,20"
"313005 ICARAI DE MINAS";"0";"0";"43,52";"53,44";"91,06";"87,15";"17,32";"78,62";"148,65";"97,96";"116,06";"86,72";"102,29";"123,66";"82,44";"108,40";"103,79";"119,46";"104,35";"77,18";"89,93";"100,00";"135,71";"73,79";"79,40"
"313010 IGARAPE";"0";"0";"126,74";"48,09";"63,07";"60,58";"7,44";"64,54";"115,98";"138,11";"93,11";"94,26";"98,29";"106,20";"102,56";"114,74";"133,51";"112,76";"101,79";"93,53";"91,31";"89,11";"92,05";"78,61";"85,00"
"313020 IGARATINGA";"0";"0";"77,21";"47,83";"82,54";"64,84";"9,23";"97,96";"77,00";"96,15";"87,83";"110,00";"94,78";"97,39";"90,43";"94,78";"116,49";"91,89";"80,26";"87,60";"84,30";"75,41";"75,56";"99,19";"74,75"
"313030 IGUATAMA";"0";"200,00";"86,49";"117,33";"72,88";"45,76";"11,86";"96,10";"104,82";"112,82";"121,62";"70,11";"106,98";"90,70";"91,86";"74,42";"117,39";"115,62";"126,98";"60,92";"59,77";"87,80";"94,52";"97,01";"88,20"
"313040 IJACI";"0";"0";"55,36";"46,49";"105,38";"56,38";"8,42";"111,83";"110,47";"123,53";"101,39";"71,28";"123,68";"113,16";"89,47";"105,26";"112,35";"75,00";"109,59";"63,41";"112,20";"110,26";"110,00";"97,26";"79,40"
"313050 ILICINEA";"0";"61,84";"76,92";"118,41";"132,12";"81,22";"4,00";"84,52";"113,82";"109,15";"122,22";"100,68";"114,71";"113,24";"111,03";"106,62";"130,37";"92,50";"92,55";"92,11";"99,34";"110,29";"104,73";"108,09";"91,40"
"313055 IMBE DE MINAS";"0";"0";"142,22";"22,22";"68,75";"103,82";"22,56";"111,24";"86,67";"97,83";"98,88";"100,00";"120,45";"104,55";"96,59";"90,91";"53,68";"112,05";"58,11";"35,53";"96,05";"92,41";"86,46";"72,73";"77,34"
"313060 INCONFIDENTES";"0";"0";"54,29";"16,19";"34,52";"25,88";"24,71";"96,88";"198,25";"153,73";"120,55";"78,67";"195,45";"138,64";"134,09";"134,09";"91,01";"140,54";"100,00";"94,23";"123,08";"88,31";"87,30";"98,28";"80,69"
"313065 INDAIABIRA";"0";"0";"19,02";"39,02";"46,78";"40,70";"7,47";"115,91";"116,16";"98,95";"83,81";"98,84";"82,35";"88,24";"95,29";"97,65";"75,82";"92,00";"89,61";"75,00";"76,14";"82,86";"72,60";"43,28";"58,64"
"313070 INDIANOPOLIS";"0";"81,89";"86,82";"81,82";"76,85";"51,38";"30,91";"169,84";"138,10";"101,18";"140,00";"62,20";"117,95";"102,56";"96,15";"105,13";"92,68";"60,61";"59,04";"118,52";"116,67";"108,06";"109,72";"95,45";"85,40"
"313080 INGAI";"0";"0";"63,83";"0";"106,25";"54,17";"16,33";"112,90";"109,09";"129,63";"58,82";"140,00";"91,67";"86,11";"86,11";"105,56";"83,78";"82,76";"131,03";"76,47";"76,47";"95,83";"70,00";"78,57";"71,49"
"313090 INHAPIM";"0";"0";"100,22";"49,46";"33,19";"87,07";"37,66";"135,47";"125,22";"126,14";"106,51";"100,62";"134,73";"112,98";"105,73";"103,05";"113,49";"91,01";"62,92";"117,50";"132,08";"103,78";"98,83";"80,43";"82,72"
"313100 INHAUMA";"0";"0";"4,05";"14,86";"76,24";"69,61";"13,59";"76,19";"89,13";"128,99";"73,24";"135,19";"120,31";"92,19";"114,06";"89,06";"80,56";"100,00";"110,45";"105,00";"116,25";"85,88";"58,97";"94,44";"74,65"
"313110 INIMUTABA";"0";"66,67";"0";"67,39";"78,51";"52,89";"39,34";"98,80";"81,00";"134,25";"73,68";"113,16";"135,19";"138,89";"192,59";"125,93";"147,27";"98,57";"94,44";"122,06";"111,76";"94,81";"115,15";"95,08";"85,97"
"313115 IPABA";"0";"0";"33,53";"4,09";"112,08";"96,03";"12,01";"74,26";"88,10";"91,44";"91,95";"74,04";"100,38";"104,89";"111,65";"107,52";"106,18";"80,75";"111,60";"69,92";"49,59";"92,63";"97,47";"85,25";"71,75"
"313120 IPANEMA";"0";"0";"61,45";"99,20";"112,30";"89,39";"39,43";"105,92";"123,92";"93,04";"98,80";"108,57";"94,71";"55,07";"102,20";"96,92";"114,69";"87,70";"81,78";"105,96";"92,77";"95,67";"85,32";"69,26";"83,95"
"313130 IPATINGA";"0";"0";"44,38";"0,31";"51,93";"78,58";"36,01";"102,61";"90,02";"89,39";"97,67";"91,78";"94,56";"82,79";"94,70";"92,27";"88,66";"0";"100,73";"92,44";"85,95";"105,32";"97,79";"82,93";"71,78"
"313140 IPIACU";"0";"43,42";"30,67";"94,52";"126,00";"118,00";"12,00";"86,27";"110,71";"89,29";"117,50";"109,30";"191,30";"182,61";"195,65";"182,61";"100,00";"75,61";"166,67";"126,47";"114,71";"85,00";"138,89";"100,00";"92,21"
"313150 IPUIUNA";"0";"0";"56,12";"53,15";"59,03";"53,42";"18,92";"101,01";"95,49";"119,80";"108,18";"118,45";"134,07";"105,49";"121,98";"129,67";"75,41";"82,41";"101,10";"142,50";"123,75";"114,44";"97,06";"109,57";"81,47"
"313160 IRAI DE MINAS";"0";"53,54";"31,78";"72,73";"34,13";"62,02";"25,76";"94,25";"148,84";"129,17";"124,18";"103,30";"128,75";"118,75";"107,50";"145,00";"92,86";"93,62";"92,05";"92,59";"91,36";"113,16";"102,35";"89,74";"83,16"
"313170 ITABIRA";"0";"0";"35,50";"75,99";"83,75";"68,49";"24,06";"80,18";"89,50";"92,35";"88,76";"93,14";"100,21";"87,21";"93,64";"97,06";"96,09";"88,00";"70,90";"79,23";"54,96";"84,56";"95,23";"56,86";"70,67"
"313180 ITABIRINHA";"0";"0";"148,39";"0";"112,08";"63,59";"21,95";"74,14";"153,08";"454,35";"193,14";"72,39";"104,86";"111,81";"120,14";"112,50";"107,64";"87,59";"126,17";"91,16";"92,52";"94,52";"75,33";"90,58";"89,95"
"313190 ITABIRITO";"0";"0";"121,52";"53,03";"101,24";"54,91";"22,21";"75,53";"106,50";"109,79";"94,82";"74,20";"92,25";"85,30";"95,48";"108,08";"108,10";"88,15";"81,90";"83,16";"93,24";"96,84";"86,41";"57,27";"79,12"
"313200 ITACAMBIRA";"0";"0";"29,21";"81,61";"97,33";"48,61";"26,47";"85,33";"105,08";"130,00";"113,79";"119,23";"112,73";"89,09";"103,64";"98,18";"94,92";"120,00";"77,36";"102,00";"56,00";"128,57";"89,47";"88,57";"76,20"
"313210 ITACARAMBI";"0";"0,47";"37,91";"74,88";"99,31";"75,68";"4,49";"116,72";"114,29";"126,29";"126,09";"121,28";"106,90";"91,38";"90,23";"84,20";"89,31";"120,29";"81,31";"85,56";"78,52";"95,13";"92,62";"63,31";"79,33"
"313220 ITAGUARA";"0";"0";"69,48";"47,44";"135,09";"124,42";"11,56";"116,44";"96,09";"100,00";"102,86";"97,20";"95,21";"102,74";"78,08";"104,11";"97,96";"60,00";"102,14";"89,33";"72,67";"104,49";"71,08";"80,26";"78,23"
"313230 ITAIPE";"0";"0";"51,34";"0";"29,64";"52,88";"12,58";"98,57";"85,04";"104,24";"109,69";"73,99";"133,94";"86,43";"84,16";"80,09";"105,61";"98,93";"70,16";"120,92";"56,21";"94,57";"104,40";"94,01";"67,81"
"313240 ITAJUBA";"0";"0,07";"45,38";"26,95";"55,49";"93,30";"6,63";"78,60";"109,87";"95,98";"96,67";"95,14";"104,47";"101,77";"105,90";"105,40";"59,84";"91,80";"103,36";"90,18";"83,76";"97,41";"99,01";"89,79";"73,88"
"313250 ITAMARANDIBA";"0";"0";"0";"34,50";"60,15";"75,37";"81,93";"93,77";"120,98";"81,36";"85,82";"85,82";"121,40";"102,70";"119,82";"97,75";"102,32";"84,86";"88,49";"66,80";"69,94";"89,89";"89,36";"69,73";"72,27"
"313260 ITAMARATI DE MINAS";"0";"0";"53,45";"0";"10,20";"16,33";"18,37";"111,63";"117,07";"76,60";"125,64";"115,38";"107,89";"123,68";"136,84";"160,53";"111,29";"86,79";"93,33";"62,96";"72,22";"105,13";"121,05";"65,71";"73,15"
"313270 ITAMBACURI";"0";"0";"50,10";"0";"34,19";"90,25";"34,32";"98,06";"95,09";"92,91";"89,56";"81,59";"81,10";"73,21";"77,75";"77,75";"76,96";"68,84";"67,73";"94,77";"79,36";"66,08";"35,48";"67,09";"61,36"
"313280 ITAMBE DO MATO DENTRO";"0";"0";"76,60";"30,43";"52,94";"55,88";"36,36";"136,00";"90,00";"85,71";"168,00";"80,56";"183,33";"188,89";"177,78";"122,22";"56,52";"123,08";"84,62";"87,50";"54,17";"93,75";"84,21";"147,06";"77,22"
"313290 ITAMOGI";"0";"38,61";"23,04";"34,95";"54,35";"88,71";"32,80";"91,82";"97,04";"106,78";"126,80";"99,12";"95,24";"97,62";"113,49";"107,94";"112,70";"100,00";"86,26";"127,59";"124,14";"98,43";"131,62";"111,21";"79,39"
"313300 ITAMONTE";"0";"0";"43,33";"8,54";"80,51";"73,23";"9,95";"120,73";"95,05";"96,24";"106,43";"92,44";"96,77";"86,56";"81,18";"98,39";"98,81";"86,59";"72,67";"111,18";"126,32";"107,69";"90,05";"82,29";"73,56"
"313310 ITANHANDU";"0";"0";"71,35";"29,51";"65,58";"72,02";"55,00";"71,43";"96,24";"107,19";"76,08";"85,12";"108,51";"103,19";"90,43";"85,11";"94,38";"105,42";"75,74";"107,51";"83,82";"112,27";"95,29";"77,14";"77,61"
"313320 ITANHOMI";"0";"0";"108,37";"12,12";"46,32";"81,48";"8,56";"56,57";"115,85";"112,65";"107,47";"108,72";"123,46";"109,88";"122,22";"100,00";"59,90";"94,87";"91,23";"98,87";"64,97";"96,08";"72,35";"78,21";"75,34"
"313330 ITAOBIM";"0";"0";"0";"134,84";"68,43";"59,56";"40,92";"61,79";"82,23";"110,73";"111,59";"100,00";"110,81";"82,43";"92,23";"97,64";"81,63";"79,85";"88,89";"93,09";"88,36";"114,03";"110,66";"37,05";"71,88"
"313340 ITAPAGIPE";"0";"55,25";"36,46";"63,74";"67,91";"32,45";"24,87";"102,61";"89,26";"73,33";"83,21";"54,14";"117,17";"78,79";"115,15";"78,79";"119,67";"76,98";"81,10";"100,88";"114,91";"80,34";"113,04";"107,62";"71,59"
"313350 ITAPECERICA";"0";"0";"92,88";"96,43";"87,24";"75,43";"1,74";"74,13";"104,63";"133,17";"115,00";"92,96";"71,88";"103,12";"99,55";"98,21";"75,76";"91,35";"109,58";"81,41";"60,30";"96,22";"83,90";"65,96";"75,51"
"313360 ITAPEVA";"0";"0";"57,55";"17,59";"25,86";"42,86";"1,64";"92,31";"129,33";"122,78";"122,97";"79,59";"133,33";"113,33";"168,00";"142,67";"114,53";"191,45";"149,58";"110,81";"122,52";"100,81";"101,44";"101,57";"90,20"
"313370 ITATIAIUCU";"0";"29,21";"25,12";"24,64";"142,95";"27,22";"43,75";"77,95";"75,00";"105,56";"114,29";"76,32";"85,95";"100,00";"102,48";"114,88";"138,14";"86,19";"129,14";"87,42";"103,31";"87,05";"115,87";"75,00";"76,41"
"313375 ITAU DE MINAS";"0";"69,00";"61,28";"14,17";"70,91";"69,20";"7,89";"80,93";"101,81";"91,89";"96,20";"87,88";"76,32";"84,74";"91,05";"93,68";"143,10";"192,82";"118,44";"82,86";"103,43";"93,58";"105,10";"84,72";"80,80"
"313380 ITAUNA";"0";"0";"52,10";"46,95";"171,62";"81,79";"33,38";"89,48";"104,20";"105,31";"106,17";"96,78";"104,34";"112,11";"100,20";"101,72";"111,29";"108,69";"63,07";"78,18";"66,82";"90,39";"83,88";"71,33";"80,14"
"313390 ITAVERAVA";"0";"0";"0";"2,50";"31,00";"58,00";"0";"120,78";"86,36";"153,19";"65,88";"75,00";"114,81";"122,22";"116,67";"85,19";"115,87";"306,38";"61,67";"71,43";"235,71";"143,64";"170,27";"114,71";"72,84"
"313400 ITINGA";"0";"0";"0";"45,24";"13,40";"65,53";"79,52";"54,01";"107,18";"179,17";"126,58";"131,41";"96,95";"103,66";"105,49";"93,29";"82,32";"146,46";"86,06";"104,57";"81,14";"112,12";"84,62";"74,13";"68,74"
"313410 ITUETA";"0";"0";"33,33";"0";"67,44";"77,65";"17,86";"87,91";"109,76";"118,42";"134,78";"108,70";"113,24";"107,35";"92,65";"110,29";"76,25";"114,06";"82,93";"122,08";"58,44";"77,78";"74,73";"66,27";"72,98"
"313420 ITUIUTABA";"0,06";"57,06";"49,44";"122,57";"144,52";"83,35";"14,05";"90,08";"99,92";"115,76";"90,82";"95,40";"96,05";"90,69";"94,29";"93,41";"93,67";"72,06";"97,85";"97,74";"89,97";"93,65";"84,12";"60,72";"83,12"
"313430 ITUMIRIM";"0";"0";"104,17";"42,15";"13,27";"51,75";"7,89";"84,44";"87,18";"106,17";"108,97";"81,71";"101,64";"77,05";"119,67";"119,67";"105,97";"97,22";"73,53";"56,47";"63,53";"83,33";"101,79";"90,20";"66,67"
"313440 ITURAMA";"0";"35,91";"96,75";"88,07";"95,32";"45,29";"7,12";"78,68";"108,43";"104,58";"103,88";"79,18";"110,99";"73,78";"93,02";"83,72";"102,90";"92,84";"81,89";"83,24";"74,13";"76,66";"78,80";"64,41";"76,99"
"313450 ITUTINGA";"0";"0";"78,95";"48,68";"282,69";"80,77";"21,57";"128,89";"112,00";"100,00";"104,44";"110,00";"97,50";"122,50";"92,50";"80,00";"73,81";"135,48";"86,00";"95,92";"83,67";"136,67";"125,00";"96,97";"88,04"
"313460 JABOTICATUBAS";"0";"0";"19,77";"10,31";"47,91";"88,48";"23,85";"110,27";"133,14";"124,73";"119,32";"120,61";"101,88";"98,75";"113,75";"99,38";"103,85";"127,39";"102,17";"122,41";"125,29";"103,40";"106,86";"86,10";"80,11"
"313470 JACINTO";"0";"0";"0";"28,50";"70,64";"22,37";"7,76";"68,38";"84,30";"106,29";"97,14";"82,70";"81,66";"106,51";"89,94";"79,29";"72,78";"143,10";"82,31";"109,24";"111,76";"71,43";"105,69";"61,95";"63,68"
"313480 JACUI";"0";"51,70";"67,33";"56,86";"92,86";"108,66";"51,56";"84,62";"130,85";"108,60";"113,54";"109,68";"128,75";"115,00";"107,50";"130,00";"172,37";"117,82";"86,21";"108,86";"110,13";"112,36";"93,41";"102,41";"91,95"
"313490 JACUTINGA";"0";"0";"67,61";"35,54";"30,80";"48,42";"2,44";"73,13";"76,49";"84,44";"101,34";"81,87";"116,25";"89,53";"101,44";"115,52";"146,47";"109,48";"68,04";"94,74";"94,36";"93,45";"102,88";"61,96";"76,30"
"313500 JAGUARACU";"0";"0";"35,19";"5,66";"56,76";"70,27";"43,24";"158,33";"124,24";"62,22";"107,41";"108,70";"121,21";"118,18";"136,36";"75,76";"137,93";"90,00";"105,13";"80,00";"77,14";"71,88";"162,07";"85,19";"74,83"
"313505 JAIBA";"0";"0";"45,78";"45,71";"160,06";"58,21";"0,53";"133,90";"113,39";"105,18";"110,48";"105,54";"138,67";"112,19";"113,90";"123,24";"103,43";"103,50";"78,22";"74,38";"75,31";"84,38";"75,37";"38,84";"81,01"
"313507 JAMPRUCA";"0";"0";"32,79";"0";"63,86";"59,04";"9,64";"59,38";"102,82";"108,82";"115,15";"93,33";"97,47";"97,47";"81,01";"75,95";"96,05";"42,68";"110,77";"74,60";"95,24";"93,65";"125,45";"86,00";"63,88"
"313510 JANAUBA";"0";"2,19";"67,68";"58,06";"115,98";"102,87";"8,46";"76,42";"92,00";"92,16";"97,18";"81,89";"100,19";"95,71";"102,53";"95,52";"82,02";"97,12";"91,94";"71,44";"82,61";"80,00";"77,41";"75,46";"74,58"
"313520 JANUARIA";"0";"100,52";"63,89";"82,23";"80,45";"68,16";"8,41";"85,63";"117,66";"102,49";"95,27";"88,54";"94,30";"89,05";"106,61";"85,61";"88,20";"89,95";"97,04";"83,72";"104,55";"97,92";"62,03";"38,67";"78,88"
"313530 JAPARAIBA";"0";"0";"37,33";"46,05";"112,28";"58,62";"27,59";"128,12";"80,36";"166,67";"106,00";"118,18";"163,16";"139,47";"147,37";"131,58";"150,00";"96,49";"158,54";"136,59";"156,10";"147,73";"105,97";"106,56";"93,86"
"313535 JAPONVAR";"0";"88,79";"48,25";"130,09";"81,05";"56,13";"0";"106,31";"71,32";"118,92";"89,76";"123,71";"93,58";"92,66";"102,75";"102,75";"107,22";"149,50";"65,49";"98,97";"100,00";"109,68";"90,65";"86,73";"84,82"
"313540 JECEABA";"0";"0";"0";"0";"58,97";"22,08";"27,63";"64,00";"138,89";"164,52";"104,88";"74,60";"133,33";"92,86";"104,76";"145,24";"96,83";"107,84";"155,26";"115,15";"283,33";"165,96";"85,07";"68,85";"79,86"
"313545 JENIPAPO DE MINAS";"0";"0";"0";"31,28";"96,80";"169,60";"76,61";"100,00";"125,77";"167,74";"117,65";"221,15";"184,75";"159,32";"164,41";"154,24";"94,19";"1920,00";"109,41";"104,44";"41,11";"107,94";"85,39";"45,12";"84,48"
"313550 JEQUERI";"0";"0";"129,34";"38,14";"12,17";"56,58";"21,33";"135,20";"172,02";"91,76";"111,27";"102,94";"105,76";"81,29";"96,40";"94,96";"104,88";"50,00";"112,00";"94,44";"99,21";"101,61";"110,40";"80,00";"75,82"
"313560 JEQUITAI";"0";"41,21";"39,33";"12,07";"82,61";"143,07";"51,47";"110,40";"126,50";"446,67";"117,44";"133,77";"113,98";"100,00";"98,92";"119,35";"172,41";"79,81";"96,39";"78,12";"84,38";"91,57";"79,12";"81,93";"84,82"
"313570 JEQUITIBA";"0";"0";"48,91";"39,78";"84,95";"69,89";"9,57";"138,60";"112,96";"153,66";"106,67";"114,63";"98,28";"127,59";"106,90";"127,59";"75,64";"100,00";"100,00";"115,79";"108,77";"79,63";"131,91";"123,26";"80,22"
"313580 JEQUITINHONHA";"0";"0";"0";"74,32";"42,22";"126,99";"13,94";"152,30";"141,46";"78,37";"900,00";"96,09";"106,55";"109,40";"91,74";"91,74";"102,33";"78,08";"58,27";"11,95";"92,15";"91,26";"69,18";"83,20";"74,86"
"313590 JESUANIA";"0";"0";"39,09";"38,74";"49,33";"55,26";"27,63";"91,49";"123,33";"110,00";"116,67";"94,64";"167,74";"141,94";"187,10";"164,52";"128,26";"98,00";"111,54";"125,53";"138,30";"114,00";"90,48";"67,24";"76,05"
"313600 JOAIMA";"0";"0";"0";"54,55";"35,53";"72,70";"11,84";"62,89";"66,85";"74,26";"99,05";"116,26";"97,92";"80,42";"90,42";"75,83";"101,79";"115,79";"86,87";"66,39";"71,43";"98,42";"121,99";"83,43";"67,42"
"313610 JOANESIA";"0";"0";"92,37";"42,24";"50,00";"108,65";"59,22";"191,49";"162,79";"112,77";"87,27";"115,69";"90,00";"121,67";"106,67";"65,00";"130,30";"76,19";"88,89";"89,80";"79,59";"75,56";"100,00";"145,16";"77,75"
"313620 JOAO MONLEVADE";"0";"0,87";"12,25";"12,42";"95,89";"60,85";"77,24";"99,48";"98,58";"86,99";"94,30";"81,05";"104,78";"81,29";"93,24";"85,24";"101,84";"97,98";"107,49";"91,89";"81,14";"91,12";"93,04";"82,19";"75,33"
"313630 JOAO PINHEIRO";"0";"71,27";"64,83";"72,20";"161,83";"69,49";"2,97";"106,88";"89,47";"126,58";"117,73";"104,38";"121,73";"98,77";"96,76";"99,85";"91,54";"109,39";"102,45";"52,62";"72,16";"83,14";"55,35";"71,91";"84,15"
"313640 JOAQUIM FELICIO";"0";"0";"90,54";"55,56";"86,67";"74,67";"9,46";"47,78";"106,67";"118,46";"170,97";"248,78";"276,74";"234,88";"113,95";"83,72";"74,47";"72,50";"72,73";"22,22";"102,78";"37,14";"75,00";"93,18";"86,71"
"313650 JORDANIA";"0";"0";"0";"18,22";"66,67";"62,62";"1,87";"82,93";"91,77";"102,84";"553,85";"153,42";"104,12";"113,40";"145,36";"152,58";"146,09";"76,19";"99,03";"89,06";"84,38";"104,08";"102,68";"95,15";"71,80"
"313652 JOSE GONCALVES DE MINAS";"0";"0";"0";"48,84";"96,30";"83,33";"34,26";"83,87";"78,57";"65,48";"106,76";"219,23";"244,12";"255,88";"155,88";"232,35";"106,06";"126,00";"116,42";"40,98";"50,82";"100,00";"60,00";"34,55";"71,70"
"313655 JOSE RAYDAN";"0";"0";"56,92";"227,69";"80,60";"34,33";"43,94";"63,51";"109,84";"176,19";"98,04";"101,64";"129,55";"122,73";"134,09";"136,36";"80,95";"114,06";"118,46";"140,00";"98,00";"90,20";"88,89";"70,73";"92,90"
